iter	RMSE
1667	2.822270446
1668	2.822237646
1669	2.822205026
1670	2.822161231
1671	2.822135909
1672	2.822130232
1673	2.82208905
1674	2.822064088
1675	2.822039396
1676	2.822034169
1677	2.82200434
1678	2.821742986
1679	2.821737579
1680	2.817654872
1681	2.81761236
1682	2.81735105
1683	2.817346085
1684	2.817340669
1685	2.817335253
1686	2.817330108
1687	2.817324873
1688	2.817296348
1689	2.817291383
1690	2.817286509
1691	2.817244985
1692	2.817240291
1693	2.817235597
1694	2.817207883
1695	2.81718017
1696	2.817176017
1697	2.817171684
1698	2.817132054
1699	2.817092604
1700	2.817065702
1701	2.817062091
1702	2.81703564
1703	2.817031939
1704	2.816778159
1705	2.816752157
1706	2.813917738
1707	2.813914575
1708	2.813911502
1709	2.813872911
1710	2.813848057
1711	2.813594893
1712	2.813559009
1713	2.809485146
1714	2.809482069
1715	2.809446042
1716	2.809410014
1717	2.809374258
1718	2.809370908
1719	2.809346105
1720	2.809342937
1721	2.809307994
1722	2.809283643
1723	2.80926074
1724	2.80922643
1725	2.809223804
1726	2.809189766
1727	2.809187321
1728	2.809168491
1729	2.809166137
1730	2.809143505
1731	2.808892181
1732	2.808890008
1733	2.808867283
1734	2.80861693
1735	2.808614576
1736	2.80861186
1737	2.808609324
1738	2.808588227
1739	2.8085674
1740	2.808550105
1741	2.80852946
1742	2.808508996
1743	2.80848835
1744	2.808468066
1745	2.808466074
1746	2.808464082
1747	2.808431664
1748	2.808430034
1749	2.808428223
1750	2.808184352
1751	2.808152564
1752	2.807909575
1753	2.807890646
1754	2.807859127
1755	2.807616746
1756	2.807586854
1757	2.807568467
1758	2.807326876
1759	2.807297706
1760	2.807268445
1761	2.807266996
1762	2.807026285
1763	2.806786007
1764	2.806784738
1765	2.806757828
1766	2.806731189
1767	2.806492155
1768	2.806258446
1769	2.806232075
1770	2.805994175
1771	2.805756981
1772	2.805520583
1773	2.805519404
1774	2.805288425
1775	2.80526286
1776	2.805237386
1777	2.805006746
1778	2.805005839
1779	2.804989429
1780	2.804988523
1781	2.804758588
1782	2.804528997
1783	2.804527909
1784	2.804511677
1785	2.804282701
1786	2.804059601
1787	2.804046813
1788	2.80381925
1789	2.803794941
1790	2.803794034
1791	2.803770088
1792	2.803746324
1793	2.80372265
1794	2.803707956
1795	2.803481544
1796	2.803255931
1797	2.803243956
1798	2.80324323
1799	2.803228896
1800	2.803003081
1801	2.802980127
1802	2.802760008
1803	2.802748575
1804	2.802736961
1805	2.802517368
1806	2.802302023
1807	2.802288319
1808	2.802266266
1809	2.802252835
1810	2.802038014
1811	2.801823903
1812	2.80181056
1813	2.801788776
1814	2.801768898
1815	2.801756553
1816	2.801542783
1817	2.801329815
1818	2.797224868
1819	2.797011934
1820	2.796799347
1821	2.796799165
1822	2.796779343
1823	2.796568012
1824	2.796361667
1825	2.796341932
1826	2.796329472
1827	2.796119108
1828	2.795913912
1829	2.795708974
1830	2.791622909
1831	2.791610064
1832	2.791590569
1833	2.791385952
1834	2.787321834
1835	2.787301852
1836	2.787097011
1837	2.787077302
1838	2.786872718
1839	2.786669123
1840	2.786649776
1841	2.786446256
1842	2.786426998
1843	2.786414677
1844	2.786395784
1845	2.786193523
1846	2.786174538
1847	2.786163311
1848	2.785961489
1849	2.78595017
1850	2.781902794
1851	2.781883962
1852	2.781685944
1853	2.781484804
1854	2.781288587
1855	2.781092356
1856	2.781080925
1857	2.78088532
1858	2.780867029
1859	2.780671866
1860	2.780653757
1861	2.776624947
1862	2.776606537
1863	2.776596737
1864	2.77640219
1865	2.776390923
1866	2.776196819
1867	2.776003251
1868	2.775809853
1869	2.775616808
1870	2.775430622
1871	2.775241582
1872	2.775230769
1873	2.775042083
1874	2.774853842
1875	2.774670446
1876	2.774659722
1877	2.77465074
1878	2.774645974
1879	2.774635433
1880	2.774452939
1881	2.774452664
1882	2.774269975
1883	2.774254116
1884	2.774072331
1885	2.774056746
1886	2.774046661
1887	2.77403676
1888	2.773855511
1889	2.773840291
1890	2.773831948
1891	2.773822046
1892	2.773807194
1893	2.773626204
1894	2.77361676
1895	2.773436308
1896	2.77325667
1897	2.769235924
1898	2.769220955
1899	2.769205986
1900	2.769025889
1901	2.769016521
1902	2.765017846
1903	2.764838305
1904	2.764659028
1905	2.764480659
1906	2.764471275
1907	2.764292894
1908	2.764119102
1909	2.763945943
1910	2.763936926
1911	2.763764124
1912	2.76375529
1913	2.763583212
1914	2.763568765
1915	2.763554317
1916	2.763382779
1917	2.763211046
1918	2.763040315
1919	2.762869574
1920	2.762855399
1921	2.762684922
1922	2.762515079
1923	2.762506702
1924	2.76234007
1925	2.762332337
1926	2.762166063
1927	2.762152529
1928	2.762144335
1929	2.761978418
1930	2.761970315
1931	2.761805124
1932	2.761644344
1933	2.761636885
1934	2.761625006
1935	2.761617178
1936	2.761605299
1937	2.76144506
1938	2.761288126
1939	2.761276522
1940	2.761116908
1941	2.761105395
1942	2.761098487
1943	2.761091211
1944	2.760931863
1945	2.760773242
1946	2.76076615
1947	2.760754819
1948	2.760596281
1949	2.760589187
1950	2.760431192
1951	2.760276873
1952	2.760120058
1953	2.759963142
1954	2.759952269
1955	2.759795712
1956	2.759789077
1957	2.759782442
1958	2.759771384
1959	2.75976475
1960	2.759609011
1961	2.759602284
1962	2.759595925
1963	2.759585235
1964	2.759578876
1965	2.759423035
1966	2.755422898
1967	2.755270975
1968	2.755119321
1969	2.754968305
1970	2.754817742
1971	2.75466754
1972	2.750689241
1973	2.749379961
1974	2.745433553
1975	2.745282745
1976	2.745270425
1977	2.745258104
1978	2.745246895
1979	2.745235871
1980	2.745224847
1981	2.745213916
1982	2.745063929
1983	2.744914306
1984	2.744903466
1985	2.744757354
1986	2.744750312
1987	2.74474327
1988	2.744594556
1989	2.744446296
1990	2.7442984
1991	2.74415346
1992	2.740223934
1993	2.736317669
1994	2.736306238
1995	2.736298802
1996	2.736153161
1997	2.736008069
1998	2.732123143
1999	2.731981653
